Dataset of plasma-derived EV proteomics using the MagNet protocol - 4380 identified proteins over 117 (healthy subjects) samples of a yet unpublished randomized crossover study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HR01_S1-A1_1_7553;HR01_S1-A2_1_7610;HR01_S1-A3_1_7644;HR01_S1-A4_1_7605;HR01_S1-A5_1_7635;HR01_S1-A6_1_7541;HR02_S1-A7_1_7559;HR02_S1-A8_1_7623;HR02_S1-A9_1_7539;HR02_S1-A10_1_7531;HR02_S1-A11_1_7593;HR02_S1-A12_1_7650;HR03_S1-B1_1_7620;HR03_S1-B2_1_7627;HR03_S1-B3_1_7583;HR03_S1-B4_1_7548;HR03_S1-B5_1_7542;HR03_S1-B6_1_7614;HR04_S1-B12_1_7641;HR04_S1-C1_1_7560;HR04_S1-C2_1_7576;HR04_S1-C3_1_7587;HR04_S1-C4_1_7615;HR04_S1-C5_1_7599;HR06_S1-B7_1_7622;HR06_S1-B8_1_7600;HR06_S1-B9_1_7580;HR06_S1-B10_1_7566;HR06_S1-B11_1_7649;HR07_S1-C6_1_7645;HR07_S1-C7_1_7634;HR07_S1-C8_1_7574;HR07_S1-C9_1_7604;HR07_S1-C10_1_7628;HR07_S1-C11_1_7589;HR08_S1-C12_1_7651;HR08_S1-D1_1_7537;HR08_S1-D2_1_7550;HR08_S1-D3_1_7579;HR08_S1-D4_1_7552;HR09_S1-D5_1_7643;HR09_S1-D6_1_7636;HR09_S1-D7_1_7556;HR09_S1-D8_1_7558;HR09_S1-D9_1_7572;HR09_S1-D10_1_7544;HR11_S1-D11_1_7535;HR11_S1-D12_1_7638;HR11_S1-E1_1_7592;HR11_S1-E2_1_7646;HR11_S1-E3_1_7631;HR11_S1-E4_1_7601;HR12_S1-G11_1_7625;HR12_S1-G12_1_7607;HR12_S1-H1_1_7575;HR12_S1-H2_1_7570;HR12_S1-H3_1_7613;HR12_S1-H4_1_7591;HR14_S1-E5_1_7578;HR14_S1-E6_1_7571;HR14_S1-E7_1_7633;HR14_S1-E8_1_7567;HR14_S1-E9_1_7598;HR14_S1-E10_1_7562;HR15_S1-E11_1_7527;HR15_S1-E12_1_7609;HR15_S1-F1_1_7569;HR15_S1-F2_1_7557;HR15_S1-F3_1_7529;HR15_S1-F4_1_7547;HR16_S2-A5_1_7632;HR16_S2-A6_1_7612;HR16_S2-A8_1_7573;HR16_S2-A9_1_7597;HR16_S2-A10_1_7526;HR18_S1-G5_1_7536;HR18_S1-G6_1_7530;HR18_S1-G7_1_7647;HR18_S1-G8_1_7595;HR18_S1-G9_1_7543;HR18_S1-G10_1_7565;HR20_S1-F5_1_7563;HR20_S1-F6_1_7596;HR20_S1-F7_1_7621;HR20_S1-F8_1_7582;HR20_S1-F9_1_7639;HR20_S1-F10_1_7630;HR21_S1-H5_1_7533;HR21_S1-H6_1_7624;HR21_S1-H7_1_7546;HR21_S1-H8_1_7554;HR21_S1-H9_1_7594;HR21_S1-H10_1_7534;HR22_S2-A11_1_7602;HR22_S2-A12_1_7640;HR22_S2-B1_1_7545;HR22_S2-B2_1_7637;HR22_S2-B3_1_7528;HR22_S2-B4_1_7540;HR23_S1-F11_1_7618;HR23_S1-F12_1_7588;HR23_S1-G1_1_7586;HR23_S1-G2_1_7608;HR23_S1-G3_1_7626;HR23_S1-G4_1_7532;HR24_S1-H11_1_7561;HR24_S1-H12_1_7584;HR24_S2-A1_1_7585;HR24_S2-A2_1_7648;HR24_S2-A3_1_7619;HR24_S2-A4_1_7611;HR26_S2-B5_1_7568;HR26_S2-B6_1_7555;HR26_S2-B7_1_7606;HR26_S2-B8_1_7549;HR26_S2-B9_1_7581;HR26_S2-B10_1_7617;Genes;First.Protein.Description;Protein.Group
13,8889;13,9334;13,834;13,8974;13,9455;13,8161;13,8336;13,853;13,7058;13,8948;13,7001;14,0354;13,8428;13,7975;13,8656;13,8678;13,7168;13,9352;14,0448;13,6612;13,8251;14,0461;13,9356;14,1057;13,8885;13,8366;13,8993;13,5959;13,7987;13,875;13,8398;13,8774;13,8522;13,9027;13,8655;13,9901;13,7431;13,9471;13,7551;13,8669;13,8143;13,9994;13,9137;13,9508;13,8747;13,9739;14,0922;13,5794;14,128;14,1439;14,1157;14,2388;14,1177;13,9749;14,0251;13,9693;13,9745;14,0151;13,9098;13,7993;13,8901;13,9038;13,9276;13,8169;NaN;12,4041;11,5135;14,0598;13,9385;13,9;14,059;14,0862;14,0165;14,0622;14,1251;13,8614;14,0097;13,7292;14,0688;13,8724;13,7326;13,9007;13,8211;13,8949;13,7782;13,869;14,0426;14,0972;13,9818;13,9078;14,1465;14,1314;13,9832;14,1229;14,0335;13,9092;14,1578;13,9877;14,0068;13,9653;13,9548;13,9822;14,054;13,9487;14,1099;14,0095;13,8949;14,1577;14,1596;13,9249;13,9673;13,8974;14,0938;13,969;14,0772;13,9496;14,0624;COPS3;COP9 signalosome complex subunit 3;"Q9UNS2;Q9UNS2-2"
12,9321;12,9353;13,1776;12,9996;12,8966;13,1062;12,8994;12,3381;12,6986;13,1381;12,7827;13,2069;13,1966;12,8979;13,3953;13,0997;13,3266;13,3731;13,0388;12,9693;13,2395;13,5828;13,4631;13,5091;13,251;13;13,2279;13,312;13,4998;13,0297;13,1666;13,1574;13,1151;12,9456;13,175;12,9372;12,7189;12,9111;12,787;12,6364;13,0129;12,8586;13,0838;13,3481;13,2464;13,5221;13,6653;13,4387;13,7809;13,6752;13,3306;13,6021;13,0509;13,1973;13,2004;12,9305;12,9661;13,2734;13,1498;13,1502;12,897;12,8028;12,9629;13,0151;13,3187;13,046;13,3664;13,3653;12,9775;13,1583;12,9379;12,9783;13,0433;12,9258;13,0716;12,4957;13,1616;13,1281;13,333;13,0748;13,3937;13,2924;13,0371;13,1281;13,2321;12,7355;13,0468;13,0069;12,9663;12,8973;13,1811;13,1355;13,3255;13,2164;12,9115;12,947;12,622;12,6311;12,8797;13,0893;13,013;13,246;12,8;12,7025;12,8259;12,9824;12,923;12,7624;12,9559;12,792;13,3409;12,9379;13,2183;13,2275;12,9563;13,2463;13,324;MINPP1;Multiple inositol polyphosphate phosphatase 1;Q9UNW1
13,495;13,4315;13,3388;13,5451;13,6047;13,6599;13,5615;13,2236;13,22;13,5129;13,503;13,5563;13,6555;13,6786;13,563;13,58;13,5881;13,5809;13,5309;13,4399;13,4545;13,3552;13,4112;13,4927;13,5893;13,5821;13,3768;13,5437;13,5307;13,5771;13,6509;13,5532;13,5028;13,5601;13,6891;13,697;13,3705;13,3456;13,1951;13,3544;13,5572;13,4898;13,4393;13,3826;13,4969;13,361;13,3325;9,95166;13,3892;13,4612;13,5457;13,5378;13,2602;13,489;13,1708;12,9346;13,2987;13,3432;13,5046;13,4155;13,4721;13,2848;13,4434;13,2893;NaN;NaN;NaN;13,3887;13,4381;13,4763;13,3792;13,5135;13,246;13,5749;13,2811;12,8107;13,2633;13,4538;13,4631;13,2401;13,3245;13,3888;13,5763;13,5784;13,4964;13,7335;13,5131;13,3428;13,5695;13,4316;13,3661;13,472;13,5064;13,5377;13,5035;13,4198;13,4493;13,1147;13,405;13,2471;13,1239;13,2248;12,8973;13,0535;12,9607;13,2546;13,4679;13,5211;13,4536;13,5173;13,533;13,2054;13,2704;13,1832;13,104;13,1823;13,4795;NSFL1C;NSFL1 cofactor p47;"Q9UNZ2;Q9UNZ2-5"
11,2165;11,0892;11,4952;10,973;10,568;11,1696;10,9521;10,2321;10,3417;11,2377;10,6339;11,1532;11,277;10,8377;11,5276;10,705;11,0252;11,4813;10,7488;10,319;10,9248;11,2334;11,1983;11,4981;12,7339;12,5452;12,9947;12,7948;12,8342;11,4777;11,433;11,4934;11,5347;11,3861;11,5951;10,74;10,6314;10,5562;9,33678;10,043;11,7824;11,7599;12,5783;11,8142;11,7765;12,216;12,3234;NaN;11,7515;12,1738;11,387;11,6917;12,2554;11,4817;11,8182;11,8348;12,1425;11,7451;11,5958;10,9758;11,2392;10,8462;11,3531;11,4948;11,0424;10,626;10,3109;11,3042;11,3029;11,1184;11,5241;11,528;11,7284;11,4249;11,8079;9,64097;11,6009;10,776;11,2167;10,6662;11,2377;10,211;9,96909;10,5613;10,8238;10,5385;10,9801;10,4936;10,8276;10,9385;10,9381;10,7309;11,0269;11,2403;10,7911;10,6704;11,2822;10,7529;10,8973;10,8292;10,0571;10,5477;10,3764;9,31155;NaN;10,555;10,835;11,2926;11,2245;11,0639;11,4134;11,4378;11,0327;11,3009;11,0669;10,5455;11,2652;ADAMTS8;A disintegrin and metalloproteinase with thrombospondin motifs 8;Q9UP79
11,2677;11,2826;NaN;11,4259;10,839;11,0843;11,0874;11,2882;10,7483;11,6221;10,9229;11,6743;NaN;11,155;NaN;11,1832;11,396;11,4615;11,1631;10,7771;11,466;11,1512;11,6095;11,6175;11,8524;11,627;11,3063;11,2074;NaN;11,5414;11,2781;11,1924;11,5382;11,3864;11,7371;11,0782;11,3151;11,4582;11,3264;11,068;11,6207;11,391;11,2867;11,048;11,2639;11,5545;11,4842;NaN;11,2829;11,3774;11,7445;11,4867;11,5936;11,3015;11,3833;10,3203;11,3901;11,4319;11,5682;11,1767;11,5463;10,828;11,3993;11,7262;NaN;NaN;NaN;11,7062;11,1581;11,229;11,7881;11,2923;11,6423;11,5265;11,202;10,0029;11,1815;11,298;11,4473;11,2376;11,509;9,24098;11,3477;11,4713;11,7398;11,6855;10,6791;11,7967;11,4964;10,9467;11,6655;11,3826;11,4608;10,7384;10,6647;11,0236;11,235;11,1162;10,8862;11,4824;11,4332;11,6313;11,4928;11,6673;10,8765;10,8915;11,4559;11,4324;11,4897;11,6421;11,4493;11,7523;11,0837;11,3716;11,2666;11,5413;11,6108;COG5;Conserved oligomeric Golgi complex subunit 5;"Q9UP83;Q9UP83-2"
13,3017;13,2869;13,3321;13,2792;13,2663;13,2522;13,0608;13,0501;12,9909;12,9496;12,9824;13,0024;13,1661;13,1796;12,9645;13,1817;13,145;13,0266;13,2928;13,2782;13,2836;13,3124;13,3009;13,2642;13,1165;13,4098;13,2381;13,1776;13,0957;12,9383;13,0413;13,0321;12,9497;12,9664;12,8149;13,0385;13,1623;13,2073;13,193;13,1689;13,2422;13,3424;13,1617;13,2888;13,3979;13,4015;12,9454;NaN;13,0129;12,9164;12,9027;12,8841;13,0536;13,113;13,1998;12,999;13,1647;13,2471;13,3099;13,3432;13,3933;13,4092;13,3168;13,3067;NaN;NaN;NaN;13,057;13,0467;12,9421;13,2357;13,1072;13,1603;13,1484;13,1425;13,0266;13,0449;13,1156;13,0874;13,1171;13,1681;13,0136;13,0292;13,016;13,0106;13,0104;12,8867;13,2973;13,2045;13,3314;13,3383;13,3219;13,2789;13,0464;13,011;13,0838;13,0039;13,0674;13,004;12,8563;12,9004;12,9452;12,8768;12,9159;12,7685;13,265;13,201;13,2157;13,1815;13,1926;13,1942;12,9938;12,9496;13,0074;13,0373;12,9709;13,0089;MACF1;Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5;Q9UPN3
12,5314;NaN;NaN;11,8734;NaN;NaN;NaN;NaN;11,7918;12,2076;11,7028;NaN;NaN;NaN;NaN;NaN;12,434;NaN;11,7609;NaN;12,3719;12,261;NaN;11,9044;NaN;NaN;12,0263;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12,3562;NaN;12,3543;11,5709;NaN;NaN;NaN;12,5419;12,5729;NaN;NaN;11,2738;NaN;NaN;11,8134;NaN;NaN;NaN;NaN;NaN;NaN;12,2813;NaN;NaN;12,4108;12,2097;NaN;NaN;NaN;NaN;11,731;NaN;11,5561;NaN;NaN;NaN;NaN;12,2338;11,9849;12,2613;NaN;NaN;12,2919;NaN;NaN;NaN;11,4226;NaN;NaN;NaN;12,5088;11,6107;12,3911;NaN;NaN;NaN;11,8939;11,3941;NaN;NaN;NaN;NaN;NaN;11,9462;11,9784;NaN;11,0772;12,2758;NaN;11,7209;NaN;NaN;NaN;NaN;NaN;11,9619;NaN;11,9609;NaN;11,3759;MACF1;Isoform 2 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5;"Q9UPN3-2;Q9UPN3-3"
11,3005;11,0775;11,2541;11,1009;11,1067;11,4838;11,1569;10,7846;10,724;10,9997;10,5991;10,4042;11,1439;11,4554;10,8066;11,5757;11,5536;10,9488;11,0478;11,1448;10,938;10,8848;10,9672;10,7029;10,236;10,8729;10,756;10,7918;10,4527;11,135;11,2538;11,6425;11,1858;11,2514;10,9823;10,5008;11,2107;11,0371;11,167;11,1982;11,2405;11,3319;11,0688;11,5087;11,5005;11,4157;11,1505;NaN;10,9876;10,7581;10,745;10,8302;10,6719;10,7704;10,9266;11,1814;10,6205;11,0887;10,7409;11,1031;10,877;11,0767;10,8069;10,6964;NaN;NaN;NaN;11,3325;11,3259;10,9532;10,8934;11,0889;11,1485;11,0525;11,3413;11,2089;11,0754;11,0891;11,2657;11,246;11,3799;11,039;11,3114;11,0784;11,0101;10,9373;10,797;11,3585;10,8856;11,2007;10,8305;10,7549;11,1084;10,7414;10,68;10,9532;10,3729;10,9193;10,6417;11,0402;10,9651;10,8585;11,0167;10,9828;11,3542;11,0252;11,0321;10,9763;10,9879;11,0516;10,8581;11,3161;11,3741;11,0402;11,3466;11,0966;10,7901;CEP131;Centrosomal protein of 131 kDa;"Q9UPN4;Q9UPN4-2"
13,1597;13,0656;12,998;13,0394;13,1284;13,0098;12,5554;12,6518;12,575;12,7875;12,6877;13,0343;12,9946;13,0171;13,0435;12,9538;12,9535;12,946;12,8753;12,7217;12,9425;13,037;12,8733;13,0737;12,7164;12,8784;12,9176;12,8078;12,9249;12,9113;12,8315;12,8355;12,9462;12,9239;12,8599;12,9058;12,9435;13,0265;12,6169;12,7416;12,901;12,8621;12,8858;13,0141;13,0638;13,1129;12,9151;NaN;12,7084;12,8423;13,0072;12,7911;12,8435;12,9101;13,0595;12,9877;13,0392;12,9728;12,969;13,0279;13,0511;12,8635;13,0601;12,9621;NaN;NaN;NaN;12,8644;12,8483;12,802;13,2327;13,0915;13,262;13,1206;13,2515;12,4176;13,0816;13,0451;13,0621;12,9101;12,8903;12,9475;13,115;13,1163;13,1426;13,0937;13,1484;13,1074;12,9986;13,0489;13,0036;13,0271;12,9946;13,0788;13,0264;13,1441;13,1583;13,2487;13,2588;13,1632;13,0598;13,211;13,2497;13,2043;13,027;12,8648;12,8774;12,9842;13,1056;13,1224;13,1488;12,8793;13,1577;13,0287;12,9865;12,8618;13,0002;PPP6R1;Serine/threonine-protein phosphatase 6 regulatory subunit 1;Q9UPN7
11,5438;11,4287;11,682;11,5055;11,5527;11,6011;11,7521;11,6544;11,7692;11,7591;11,588;11,6537;11,4897;11,5537;11,6492;11,5097;11,7023;11,3232;11,3425;11,5397;11,3352;11,2171;11,5006;11,3429;11,5524;11,4815;11,1718;11,6033;11,4274;11,4179;11,624;11,6851;11,5231;11,6188;11,4083;11,2549;11,6244;11,5865;11,7075;11,8615;11,4972;11,7068;11,4553;11,7235;11,7721;11,6818;11,7334;NaN;11,4709;11,1636;11,6758;11,5665;11,7066;11,5533;11,7029;11,445;11,5811;11,609;11,7264;11,8659;11,7023;11,6669;11,7395;11,8281;NaN;NaN;NaN;11,6812;11,8504;11,701;11,853;11,6527;11,5473;11,7014;11,6889;12,2626;11,833;11,7697;11,8677;11,7655;12,0109;11,5832;11,4029;11,6912;11,3471;11,5182;11,3961;11,5938;11,7788;11,5288;11,6319;11,5347;11,5498;11,6203;11,6007;11,7548;11,8085;11,5831;11,6978;11,7965;11,6722;11,6547;11,7371;11,6322;11,5833;11,5768;11,7138;11,6159;11,7158;11,8835;11,7225;11,8442;11,9603;12,0615;11,8963;11,7313;11,7936;EXOC7;Exocyst complex component 7;"Q9UPT5;Q9UPT5-1;Q9UPT5-2;Q9UPT5-5;Q9UPT5-6"
NaN;NaN;NaN;NaN;7,51157;NaN;8,96893;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6,76223;NaN;NaN;NaN;9,33529;8,81067;9,23415;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,66649;NaN;NaN;8,48113;9,09668;NaN;8,33659;NaN;NaN;NaN;NaN;NaN;NaN;8,11538;NaN;NaN;7,44629;NaN;NaN;NaN;8,46243;9,03786;7,19504;6,73892;NaN;NaN;NaN;NaN;7,82505;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,17189;NaN;8,61445;8,63595;NaN;8,85701;NaN;NaN;NaN;NaN;8,25116;NaN;NaN;NaN;NaN;NaN;7,11731;NaN;NaN;NaN;8,87205;9,00791;9,02875;8,7008;NaN;NaN;NaN;NaN;7,98261;NaN;NaN;NaN;NaN;NaN;NaN;MAPK8IP3;C-Jun-amino-terminal kinase-interacting protein 3;Q9UPT6
12,6762;12,5522;12,426;12,6137;12,5321;12,581;12,4279;12,5394;12,4675;12,4627;12,5507;12,252;12,3233;12,6096;11,9118;12,5085;12,5555;12,1675;12,3998;12,6494;12,4508;12,3799;12,53;12,3215;12,0759;12,3181;12,3381;12,1585;12,063;12,5151;12,4598;12,4903;12,4972;12,5912;12,1776;12,3639;12,5047;12,614;12,5126;12,4944;12,4638;12,4956;12,124;12,5179;12,63;12,4237;12,393;NaN;12,3967;12,3189;12,4707;12,2569;12,4517;12,5104;12,5118;12,5979;12,5362;12,4832;12,435;12,6558;12,5278;12,644;12,6089;12,5406;NaN;NaN;NaN;12,5813;12,5488;12,3464;12,3428;12,4743;12,4304;12,5183;12,6996;12,3376;12,4105;12,5454;12,5291;12,6033;12,5475;12,5389;12,5089;12,4824;12,4736;12,5529;12,3312;12,5593;12,4913;12,521;12,5177;12,5353;12,3715;12,3881;12,3383;12,4755;12,3489;12,5958;12,402;12,7196;12,4388;12,5481;12,5478;12,6198;12,6991;12,3897;12,5213;12,4621;12,4421;12,5444;12,4497;12,5175;12,5921;12,5045;12,6709;12,4561;12,5728;USP24;Ubiquitin carboxyl-terminal hydrolase 24;Q9UPU5
10,7084;10,7155;10,591;10,4873;10,5866;10,6588;10,3671;10,6509;10,9638;10,7403;10,6526;10,7379;10,4042;10,6205;9,97263;11,1116;10,7611;10,3751;10,4637;11,0783;10,7675;10,6244;11,0261;10,6414;9,86066;10,6558;10,0956;10,3442;10,1587;10,7237;10,4951;10,7064;10,5529;10,5486;10,1344;10,3338;10,0961;11,06;10,6284;10,9012;10,4281;10,5627;10,1601;10,3608;10,6582;10,6248;10,704;NaN;10,5993;10,3718;10,7864;10,0541;10,4786;10,5864;10,814;10,8441;10,9242;10,7374;10,4622;10,5558;10,732;10,6788;10,4768;10,5217;NaN;NaN;NaN;10,6062;10,7129;10,3667;10,5938;10,494;10,8601;10,742;11,1214;11,1047;10,4309;10,5488;10,5875;10,5894;10,6656;10,682;10,6211;10,489;10,5716;11,1272;10,093;10,7734;10,7564;10,8582;10,8814;10,7173;9,90457;10,6785;10,766;10,7371;10,6007;10,9688;10,4847;10,8219;10,8209;10,6446;10,6699;11,0917;11,0732;10,9805;10,8354;10,9289;10,5657;10,8164;10,7447;10,8386;11,1408;10,6329;10,8469;10,9355;10,6068;DICER1;Endoribonuclease Dicer;Q9UPY3
11,1442;10,9884;11,2597;11,1664;11,3538;11,1912;11,2323;11,2976;11,5342;11,0055;11,1108;10,4029;11,038;11,4129;10,9106;11,3545;11,3977;10,7612;11,394;11,401;11,2442;11,3372;11,5368;11,4657;NaN;11,1253;10,1167;10,8745;11,0753;11,3062;11,093;11,0503;11,331;11,1981;10,8723;11,0286;11,7836;11,5059;11,3879;11,6191;10,9303;10,9179;NaN;11,3135;11,1902;11,0778;11,3686;NaN;11,7511;11,2682;11,3463;11,2845;10,7811;11,1935;11,122;11,2789;10,8615;11,3316;10,8614;11,229;11,0481;11,4301;11,1605;11,1658;NaN;NaN;NaN;10,7722;10,6759;10,3475;11,6374;11,5449;11,3724;11,4312;11,546;11,4422;11,4691;11,6126;11,4108;11,6736;11,4821;11,1608;11,2357;11,0043;10,8086;10,9894;10,8914;11,1041;11,3896;11,3815;10,4736;10,8676;10,591;11,3564;11,134;11,4261;10,5914;10,9166;11,1105;11,5476;11,4744;11,4901;11,1779;11,078;10,9853;10,7659;11,4456;11,0718;10,3643;11,3518;11,2126;11,1737;11,4353;10,9967;11,7276;11,4869;11,4581;WASF3;Wiskott-Aldrich syndrome protein family member 3;Q9UPY6
NaN;10,7094;10,1374;9,66787;10,0971;10,4983;10,2619;10,0782;9,77355;NaN;10,0418;9,99189;10,1801;10,5065;10,3737;10,161;10,4237;10,2196;10,4325;10,7536;10,3539;10,3007;10,4303;10,7776;10,3131;10,2527;NaN;10,5121;NaN;10,2288;11,0754;9,61083;10,5752;10,8038;9,72398;10,098;10,165;NaN;9,99077;10,2558;NaN;NaN;10,4776;10,1163;9,968;10,1541;10,1995;NaN;10,8071;10,5191;9,80099;10,9997;9,97275;10,6912;10,7815;10,0575;10,6152;10,5019;9,56588;10,6359;10,2043;10,4831;10,3422;10,2884;NaN;NaN;NaN;10,1928;10,1724;10,1343;10,6415;10,9362;10,4138;10,7733;10,3454;10,3971;NaN;10,8348;10,646;NaN;11,211;10,585;10,6938;10,3408;10,4308;10,3099;10,2321;10,6896;9,64098;10,1154;10,4129;10,2088;10,2913;NaN;10,5445;10,9818;10,4362;10,6492;NaN;10,7393;10,4103;10,7966;9,88493;10,6396;10,0297;10,7439;9,93049;10,186;10,1225;10,3221;9,83833;10,5517;9,57706;10,3924;10,6887;9,48281;9,72126;WASF3;Isoform 2 of Wiskott-Aldrich syndrome protein family member 3;Q9UPY6-2
10,5779;10,8265;10,5152;10,8509;11,0428;10,769;10,5594;10,2837;10,0743;11,2246;10,5786;10,8388;10,8418;10,9741;10,9355;10,2072;10,2939;10,8567;10,6481;10,125;10,8022;10,918;10,9864;11,0552;11,0976;10,8215;10,858;10,9842;10,7646;11,0266;11,2575;10,6877;11,0998;10,8159;11,2036;10,9654;NaN;10,3585;10,731;10,1286;10,6078;10,7407;10,5656;10,2224;10,9058;11,1789;10,7249;NaN;11,0986;10,845;10,9893;11,2724;11,2968;11,1385;10,6424;9,92674;10,5894;10,6701;10,6736;11,0141;10,9099;10,247;11,0766;11,258;NaN;NaN;NaN;10,7701;11,149;10,9997;10,9499;11,1005;10,8966;10,7403;10,4327;9,33483;10,9431;11,2073;10,8917;10,1397;10,5347;10,3794;10,4877;11,1402;10,4376;11,1039;11,2216;10,9368;10,758;10,4575;11,2743;11,0959;11,1724;10,8335;11,1025;10,7915;10,3733;10,5619;10,5016;10,5504;10,4954;10,5844;10,1951;10,0925;10,0245;10,1523;10,3473;10,9334;11,2413;10,7539;11,3658;10,8579;10,1691;10,9096;10,1353;NaN;11,1848;SHOC2;Leucine-rich repeat protein SHOC-2;"Q9UQ13;Q9UQ13-2"
12,9764;13,0075;12,8636;13,0476;13,0387;12,879;13,6725;13,5502;13,022;13,5193;13,1716;13,8625;13,6212;13,7455;13,5107;13,2877;13,8265;13,6089;12,7548;12,2061;12,8549;12,7197;12,8655;12,8684;13,5487;13,2489;13,3178;13,34;12,8494;13,9432;13,9611;13,8506;13,5652;13,583;13,6481;13,1977;12,5627;13,3399;12,6595;13,0332;13,5537;13,5491;13,4296;13,4217;13,0456;13,4903;13,5042;NaN;13,608;13,4591;13,5933;13,766;13,2973;13,0818;13,1485;12,9545;13,3685;13,3045;13,6743;13,5184;13,6564;13,5428;13,6879;13,6157;NaN;NaN;NaN;13,1924;12,9628;13,4549;13,6562;13,711;13,1966;13,6648;13,3843;12,2412;13,542;13,3983;13,4706;13,53;13,3329;13,1128;13,4518;13,6484;13,3828;13,4389;13,5064;13,0656;13,8689;13,0417;13,2039;13,4341;13,4239;13,3244;13,669;13,4723;13,3812;13,3306;13,3926;12,8918;12,6953;12,9945;12,4909;12,5854;12,1266;12,8251;13,782;13,831;14,0538;13,7081;14,0306;13,433;13,3601;13,6558;13,3463;12,8933;13,8016;DNM3;Isoform 2 of Dynamin-3;"Q9UQ16-2;Q9UQ16-3"
11,0408;10,8643;10,8743;10,9905;10,5035;10,8869;10,926;10,6927;10,7694;10,6749;10,9143;10,6841;10,2277;10,8288;10,7364;10,8729;10,8236;9,94001;10,7905;10,997;10,745;10,6993;10,806;10,7563;10,8896;11,011;10,4709;10,22;10,2194;10,6512;10,4883;10,9098;10,6921;10,2754;10,1762;10,4585;10,8104;11,0434;10,9339;10,9309;10,7158;10,7244;10,8786;11,0578;11,0431;10,9895;10,9723;NaN;11,0236;10,2502;10,8475;10,7548;10,6498;11,0902;11,11;11,0207;10,8434;11,3446;10,4836;10,8488;10,9815;11,0157;10,7474;10,7764;NaN;10,9486;9,37889;11,1203;10,7393;10,554;10,9745;11,3279;10,7148;10,7049;11,1451;10,8949;10,8911;10,6735;11,2348;10,7976;10,6495;10,9938;11,0197;10,9385;10,833;11,0362;10,3832;10,9298;10,5572;11,0469;10,8663;10,8224;10,7723;10,101;10,2656;10,7352;10,6955;10,9108;10,6695;11,0649;11,2011;10,9409;11,1696;10,9309;11,117;10,652;10,9804;10,3273;10,4795;10,7379;10,2057;10,999;10,6724;10,8525;10,9186;10,5704;10,8524;MGAT4B;Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B;"Q9UQ53;Q9UQ53-2"
13,9836;14,218;13,9246;14,0284;14,1175;14,1783;13,9913;13,5215;13,476;13,9535;13,9532;13,9544;14,0057;14,1792;13,6207;13,9262;14,0236;13,9421;14,0913;13,9382;14,229;14,0229;14,08;14,0041;14,0202;14,1301;13,6632;14,0283;13,9069;14,1361;14,1477;14,0719;14,1559;14,1155;13,8986;14,2173;14,0935;14,1336;13,9083;14,0433;14,1264;14,2532;13,8222;14,1071;14,0683;14,1879;13,9449;NaN;14,2489;14,0192;14,0313;13,9243;13,8398;14,0964;13,9527;13,5639;14,0735;13,9535;14,2448;14,0302;14,138;14,0037;14,1718;13,9352;NaN;NaN;NaN;13,9824;14,1588;13,9317;14,1249;14,2183;14,0304;14,0329;14,1175;13,5487;13,7857;14,2131;14,0375;14,1133;14,117;14,0556;14,0238;14,1219;14,1276;14,3394;13,9518;14,0751;14,1234;14,0341;13,9658;14,113;14,1464;13,8644;13,9814;13,9987;14,1477;14,1159;14,2408;14,186;13,8782;14,2513;13,866;13,9779;13,9961;13,7192;14,0489;14,2131;14,125;14,1272;14,2979;14,1113;13,6615;14,0852;14,0404;13,7159;14,1274;PA2G4;Proliferation-associated protein 2G4;Q9UQ80
